     5.000     5.000     5.000     7.000     4.000     4.000     2.000     3.000     3.000     2.000     1.000     0.000     0.000     3.000     5.000     2.000  9481.000    -0.415     0.980    -2.223    -2.624    -2.485    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     5.000     3.000     7.000     4.000     3.000     3.000     8.000     8.000     8.000     6.000     6.000     5.000     7.000     8.000     7.000     8.000  9558.000    -0.045    -0.046     2.089     1.695     2.798    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     3.000     1.000     1.000     2.000     1.000     1.000    10.000     0.000     5.000     0.000     0.000     0.000     0.000     0.000     5.000     5.000  9613.000    -3.195    -1.777    -1.123    -3.357    -3.176    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     4.000     6.000     3.000     5.000     2.000     1.000     5.000     7.000     4.000     4.000     2.000     1.000     1.000     4.000     0.000     3.000  9650.000    -0.867    -0.935    -0.278    -1.729    -2.096    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     5.000     3.000     3.000     4.000     3.000     3.000     0.000     0.000     2.000     0.000     0.000     5.000     0.000     0.000     2.000     5.000  9690.000    -1.565    -0.247    -3.871    -2.023    -3.218    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     7.000     8.000     7.000     5.000     4.000     3.000     9.000    10.000    10.000     8.000     6.000     4.000     6.000     7.000     4.000     4.000  9895.000     1.993     0.426     3.544     1.550     1.619    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     7.000     7.000     5.000     4.000     4.000     3.000     7.000     7.000     8.000     7.000     6.000     6.000     4.000     6.000     4.000     4.000 10271.000     1.190     0.155     1.622     1.871     0.819    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     2.000     7.000     7.000     2.000     1.000     1.000     8.000     7.000     7.000     8.000     8.000     8.000     2.000     5.000     8.000     3.000 10396.000     0.005    -1.542     1.397     3.271     0.714    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     6.000     5.000     7.000     4.000     3.000     2.000     4.000     6.000     6.000     8.000     4.000     6.000     6.000     8.000     4.000     3.000 10474.000     0.584    -0.495     0.083     1.191     1.561    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     5.000     5.000     5.000     2.000     2.000     1.000     5.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     1.000     4.000 10489.000    -0.792    -1.581    -3.319    -2.858    -3.572    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
